"id","active","name","keyword","slug","description","ParentId","icon","picture","otc_id","ProviderType","IconImageUrl","ApproxWeight","is_top","user_id","created_at","updated_at","deleted_at"
"565","2021-10-04 10:50:05","Segway","Segway","segway",NULL,"otc-1574",NULL,NULL,"otc-1579","Taobao",NULL,"40",NULL,"1","2021-10-04 10:50:05","2021-10-04 10:50:05",NULL
"566","2021-10-04 10:50:06","Bicycles for children","Bicycles for children","bicycles-for-children",NULL,"otc-1574",NULL,NULL,"otc-1580","Taobao",NULL,"14",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"567","2021-10-04 10:50:06","Bicycles","Bicycles","bicycles",NULL,"otc-1574",NULL,NULL,"otc-1581","Taobao",NULL,"20",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"568","2021-10-04 10:50:06","Tandems","Tandems","tandems",NULL,"otc-1574",NULL,NULL,"otc-1582","Taobao",NULL,"25",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"569","2021-10-04 10:50:06","Bicyclist outfit","Bicyclist outfit","bicyclist-outfit",NULL,"otc-1574",NULL,NULL,"otc-1583",,NULL,NULL,NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"570","2021-10-04 10:50:06","Repair parts for bicycles","Repair parts for bicycles","repair-parts-for-bicycles",NULL,"otc-1574",NULL,NULL,"otc-1594",,NULL,NULL,NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"571","2021-10-04 10:50:06","Bicycle Accessories","Bicycle Accessories","bicycle-accessories",NULL,"otc-1574",NULL,NULL,"otc-1619",,NULL,NULL,NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"572","2021-10-04 10:50:06","Tools","Tools","tools",NULL,"otc-1574",NULL,NULL,"otc-1637",,NULL,NULL,NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"573","2021-10-04 10:50:06","Tricycles","Tricycles","tricycles",NULL,"otc-1574",NULL,NULL,"otc-1652","Taobao",NULL,"10",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"574","2021-10-04 10:50:06","Other bicycles","Other bicycles","other-bicycles",NULL,"otc-1574",NULL,NULL,"otc-1653",,NULL,NULL,NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"575","2021-10-04 10:50:06","Bicycles (Chinese brands)","Bicycles (Chinese brands)","bicycles-chinese-brands",NULL,"otc-1574",NULL,NULL,"otc-1659","Taobao",NULL,"12",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"576","2021-10-04 10:50:06","Extreme Sports","Extreme Sports","extreme-sports",NULL,"otc-1174",NULL,NULL,"otc-1660",,"https://data.otcommerce.com/public/catalog/picture/sportivnye-tovary/ekstremalnye-vidy-sporta.png",NULL,NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"577","2021-10-04 10:50:06","Roller skates","Roller skates","roller-skates",NULL,"otc-1660",NULL,NULL,"otc-1661","Taobao",NULL,"3",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"578","2021-10-04 10:50:06","Skateboards","Skateboards","skateboards",NULL,"otc-1660",NULL,NULL,"otc-1662","Taobao",NULL,"3.5",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"579","2021-10-04 10:50:06","Ripstik-boards","Ripstik-boards","ripstik-boards",NULL,"otc-1660",NULL,NULL,"otc-1664","Taobao",NULL,"2.6",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
